,text,label
3775,user cowonya kasi gua aj bgst nlo bejat bener jd cewe astaga,negative
3776,user cubit aja titit nya kalo nakal,negative
3777,user mao naek kek bodo kaga ngaruh keleees lihat polling gogle 91 presiden nya diganti ha ha ha 2019gantipresiden pakogahgantipresiden,negative
3778,utang bank asing bli saham freeport g bayar utang freeport disita loe ngecap dibeli salah g dibeli salah loe ap sederhana g kakean gaya utang yg ad aj ud menumpuk trus mu nambah rakyat yg bahan pokok murah barang,positive
3779,user user cebong terima dibilang rezim amatiran nklo gak amatir bukti rezim profesional utang negara janji kampanye buktinya kemakmuran rakyat subsidi dicabuti rezim kayak gini lu bilang profesional,negative
3780,user user user user user si bani kampret user nyecerrnya berani gue klo eloe mah kederrrr xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 x,negative
3781,user kangen dg kediktatorannya kebodohannya jd antek usa membohongi rakyat kepentingan asing rampas sda perkaya,negative
3782,kirim foto kontol gak nich sange chatsex,negative
3783,umat agama islam dijakarta haram najis ahok kafir kristen,negative
3784,user user user nih kacung nya aseng bunyi xf0 x9f x91 x86,negative
3785,user yg gronbrekeng gunting pita manajemen proyek tahap2nya lewatin aj keahlian cebong 1 tukang tipu cebong mah gitu goblok nggak ketulungan plonga plongo mengakibatkan optimisme 2019gantipresiden plo,negative
3786,subhanallah aamiin yra insya allah diijabah allah swt,positive
3787,user assalamualaikum nsiapa yg bela kresten penyembah bangke yesus busuk ga satupun yg bela kresten yg bodoh,negative
3788,orang orang musyrik menjadikan jin sekutu sekutu allah allah menciptakan jin jin qs 6 100,positive
3789,rt user benamkan batang kontol mu pepek ku syg ohhhh ahhhh anjingggg url,negative
3790,user user user terang benderang boediono wapres dzholimnya membohongi rakyat anak buahnya menutupi seakan ekonomi indonesia runtuh tdk menyelamatka bank century rr ba,negative
3791,user iman cebong penjilat gk kaget,negative
3792,user ngancem pembunuhan gak lucu yg diancem presiden bloon banget sih tuntut pidana seberat2nya user,negative
3793,user bodo mamat gue ngambek bodo mamat gue ngambek url,negative
3794,emil dardak pemimpin milenial calon wakil gubernur jawa timur,positive
3795,wow terciduk persatu tim sukses anies sandi yg jualan fitnah,negative
3796,user user user dibilang buaya,positive
3797,user tontonannya xf0 x9f x91 x8c pengen ngobrol bareng coba tonton the boy in the stripped pajama kamp yahudi,positive
3798,pndukung user spt arb sda adl org2 bejad tabiatnya kasar org gt gt user lt lt dasar anjing,negative
3799,user apaapun yg psi laku indonesia nrakyat psi agen komunis,negative
3800,user aparat keparat biadaaaaa,negative
3801,user nate bocah kontol goblok sontoloyo kepala getel sial asu brengset,negative
3802,22 kedudukan syariat islam rendahnya sumber perundangan budaya tradisi hawa nafsu manusia perempuanmuliadenganislam,positive
3803,gerakan lepas hijab sdh saudi thn 2014 fatwa ulama terkemuka saudi wanita ga pake jilbab pake make up posting foto sosmed saudi trendnya lepas jilbab indonesia membung,positive
3804,user user user user sya jg ga suka dgn rezim yg skrg tp sikap2 ancam angkat senjata yg terindikasi merongrong merah putih jg tdk pastikan indonesia memiliki pemimpin yg jiwa nasionalisme,positive
3805,jakartabanjir pemimpinnya gak akhlak yg penista agama,negative
3806,kedekatan lawyer merk yg dipakai lampu jpu dki dgn ahok gubernur dduga alasan terpilihnya merk,negative
3807,istilah kecebong kampret diharapkan hilang jagat dunia maya istilah kofar kafir sesat menyesatkan bgmn a edisingadukaaa user,negative
3808,user hahahaha ketauan ni cebong sembunyi kebegoannya xf0 x9f x98 x9d xf0 x9f x98 x9d,negative
3809,hay guys lihat yo yg pasukan nasi bungkus yo buktikan bs buuktikan jg lupa gass pool lg yo 2019gantipresiden nya sip,negative
3810,user bubarkan dpr,negative
3811,gpp biar aja hancurkan rezimnya user url,negative
3812,ekspor indonesia tajam maret 2018 10 24 dibandingkan februari 2018 surplus perdagangan 1 09 miliar dollar mudah2an pertanda bangkitnya ekonomi indonesia,positive
3813,rt user user ig yaudah ya jd narik tmn2 aja bahas bakso disana abs perhatian blg mas xe2 x80 xa6,positive
3814,ganyang pki anjing url,negative
3815,user rapat dpr user ketiduran xf0 x9f x98 x85 xf0 x9f x98 x85,positive
3816,budak2 twitter zaman wajib belajar pendidikan quran sunnah gejala mempersendakan agama,positive
3817,throwback lagu zaman sekolah xf0 x9f x98 x82 cinta monyet konon nurl,positive
3818,wusu gua bom ya lu mentab gua rame ama doang ekwkwkw,positive
3819,kang user fakta partai pendukung si penista agama dibenci rakyat rakyat jabar url,negative
3820,user sebenernya cacat anaknya anaknya kaya ngasih tau kondisi biar tau reaksi orang tuanya gimana xf0 x9f x98 x85,positive
3821,wkwkwkwkwkwkwkwkkwkwkwkwkwkwkwkkw kirain anjing main golf url,positive
3822,insyaallah tgk lihat pengalaman kepentingan umat disepelekan 2019gantipresiden,negative
3823,sumpah bego bgt sih kesel gue org yg vote makhluk kayak sandiaga uno coba oh agama,negative
3824,rt user nonton drama korea ngentot ewean memek memekbasah jilmek toket toketmulus kontol bispak binal bokep po xe2 x80 xa6,negative
3825,sejarah pki antek komunis lg sok tersiksa url,negative
3826,allaahu yubaarik fiykum yaa syaykhunaa alfaadli lukman menteri republik indonesia,positive
3827,pt freeport indonesia 48 beroperasi papua sahamnya dikuasai asing pembangunan papua tertinggal freeport meraup keuntungan hasil mengeksplorasi kekayaan alam papua freeport51,positive
3828,user brngkat krja ngentot pacar url,negative
3829,jakartabanjir pemimpinnya gak akhlak yg penista agama,negative
3830,kebanyakan cowok galau karna malam terbangun mimpi basah mimpi basahnya enaenain banci,negative
3831,user gabisa keluarga belo krna ku sipit xf0 x9f x98 x82,positive
3832,heh gembel gue nyanyi duluan ya lu ngerappnya tar aja kalo udah lolos audisi yg entertainment user,negative
3833,cowok cowok adolexcent fc nya ganteng maho,negative
3834,2 pembebasan lahan memakan 2 biaya terbatas kuat jabar selesaikan bandara mayoritas dana apbd prestasi rakyat jabar,positive
3835,rt user pemerintah negara komunis tdk mengakui pancasila bertuhan peduli amanat penderitaan rakyat,negative
3836,setya novanto menang hukum mati suri url,negative
3837,rt user user lost respect kesekian kalinya agency yg lo banggain artis lo banggain nkelakuan tai kucin xe2 x80 xa6,negative
3838,user bwahahhahaha gw demen klo dah liat cebong ngamuk2 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82khas cebong banget kalah debat ngamuk ngamuk cung kacung xf0 x9f x98 x9d n 2019gantipresidenkacung,negative
3839,user gak zaman buang sampah sembarangan,positive
3840,jepitin kontol gua pake memek lu,negative
3841,mukanya mpo silvy asem bangett ngakak kena deh abis jahat sih debatfinalpilkadajkt,negative
3842,rt user anies sandi dikenang dlm sejarah menang terhormat anies sandi dilantik beres urusannya djarot sibuk,negative
3843,wagub banten ajak masyarakat meriahkan seba baduy dibarengi festival exiting 18 april 2018 in rosyadi wakil gubernur banten andika hazrumy mengajak masyarakat menghadiri memeriahkan seba baduy,positive
3844,htibubar7mei kacung kacung rezim pengalihan issu issu lg yh udah bubar bahas lg dasar kaum dungu,negative
3845,transgender caleg pakistan url,positive
3846,mas gak takut pecat setya novanto krn setnov ngebelain si penista agama,negative
3847,user user km jgn suka cari cacat nya org nmanusia ga yg sempurna nsalam olahraga,positive
3848,terhitung 2 4 kali presiden user hadir keluarga ppp kecintaan hubungan emosional yg kuat ppp presiden user pppforjokowi munasulamappp romahurmuziy,positive
3849,sore gaes sentuhan jokowi indonesia membangun riau proyek jln tol pekanbaru dumai salah 1 ruas trans sumatera jalan tol 131 km tsb rampung thn 2019 yuk lihat manfaat pandangan segi ekonomi pem,positive
3850,user user user lg pake jurus kalajengking ngamuk nsayangnya yg pake jurus dongo xf0 x9f x98 x82,negative
3851,user wakakakak iyaa gara2 si andri fala bangke si provokator xf0 x9f x98 x85,negative
3852,user user user user user yg mingkem ya kodok bani kampret bkn kah pdi sdh tdk yg pdi p perjuangan xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x81,negative
3853,user bani indomiah ngikut 1 1 1,positive
3854,user gue suka ngga suka ngefansnya binatang kelas macem hiu ular buaya baa baa black sheep diskip,positive
3855,kpk ri awasi petahana izin cuti pilkada kendalikan proyek pemerintahan,positive
3856,rt user user user udah langkah pemerintah utk bubarkan slain jd akun nyinyir kader jebolan hti bbrpx,negative
3857,user gerombolan bani kampret,negative
3858,sosmed gt gt mengenalkan yg asing mengasingkan yg kenal,positive
3859,adik2 yunior sensitif indonesia negara komunis bang tdk perduli negara bangsa nya buktinya tka masuk poli,positive
3860,user perilaku cina sprt pengkhianat bangsa jogja warga cina kelas terpinggirkan tdk diperbolehkan shm dasar cina keparat,negative
3861,ce berkacamata identik culun,positive
3862,6 presiden user laporan jajaran terkait detail persiapan infrastruktur transp rakyatb3rsamajkw,positive
3863,yaampun cantik2 bener,positive
3864,tunggu batalkan pelantikan anies sandi,negative
3865,komunis akal akalannya kivlan zen aja sbg bentuk kekecewaan krn user presiden url,negative
3866,pensiunkan kapolri user user url,negative
3867,user indonesia perubahan 2019gantipresiden,positive
3868,rt user forever alone tahap dewa gila babi member sorang ni url,negative
3869,user user user cuihhhhhhh najis,negative
3870,user user logikanya ga berani pejabat yg hukum bersebrangan dgn rejim petunjuk sederhana utk pilih pemimpin,positive
3871,yg persenjatai bukti yg anti pemerintah berpaham komunis dangkal bukti lu med user,negative
3872,user user user kalo elu kebanyakan makan duit cong duit partai partai aseng aseng rampok duit rakyat lo jual rakyat otak lu dimana cong xf0 x9f x90 xb7 xf0 x9f x90 xb7 xf0 x9f,negative
3873,rt user jujur smpe gw kaga ngentot cowo kissing apapun kalopun gw 2x ngewe cewe gw bisex xe2 x80 xa6,negative
3874,bubarkan aja dpr kebanyakan diam url,negative
3875,cuk bangun user bubur tai ayam ga,negative
3876,25 utang jokowi setara 5 sby rakyat diperas membayar utang url,negative
3877,pernyataan makam tanah palestina menekankan perselihan umat islam kristen karna islam memuliakan isa as krn nabi islam,positive
3878,user user nasionalisasi freeport internasionalisasi freeport ya bang n ndari asing asing indonesia n nagak aneh kalo nggak uangnya nggak nunggu aja 2021 aja ya 3 nggak,positive
3879,contoh sebutkan hukum istilah tsb mencakup menaungi substansi isi muatan hukum tertulis tertulis struktur penegak hukum polisi jaksa hakim advokat budaya hukum berpikir amp bertindak masyarakat berhadapan,positive
3880,user istilah novel komedi mbak catatan harian menantu sinting wkwkwkwkwk kocak banget baca deh mba tipe biasnya yg berkharisma cowo banget gitu,positive
3881,user yg milih cebong liberal tengik sekularisme segelintir antek,negative
3882,sidangahok smg sipenista agama n ateknya matinya tdk wjar n jasadnya tdk dtrma tnh n tdk prnh mrs kn sorga aamiin semoga tuhan setuju,negative
3883,user user lulung masuk golongan cebong kampret nkok dominan melekat ciri2 kampret pertanda user,negative
3884,rt user prabowo terbukti terlibat penculikan url,negative
3885,om ahoknya om si babi ahok ngatasi banjir om babi jgn membual om,negative
3886,god dikususkan allah agama onta pikir yg keren ciee god tuhan universal inggris google,positive
3887,takbir ganyang pki,negative
3888,user haha iya gembrot kseeeel gmz,negative
3889,gembel gembel twitter whatsapp chat gak whatsapp langsung block bebencongan minggir cuihhhh gak cepat kena mati aja kek banci2 feminim sialan ganggu orang aja norang dri baik2 sampe kasar emang dasar bencong gak tau malu,negative
3890,user asing n nmereka bertemu kali minggu lift gadis salah siswa berprestasi menerima beasiswa n nkeith menunggu gadis mengangkat wajah u,positive
3891,save malang haritage selamatkan cagar budaya,positive
3892,user terkutuk yg menyelewengkan nick queen,negative
3893,kmana paduka ktika ulama jabar diserang bhkn yg meninggal adakah sepata pata terucap hey2,positive
3894,diskusi om bata manurun salah tokoh rongkong yg jg pemerhati budaya bangga,positive
3895,user gue diingetin kayak gitu temen gue kristen and i feel thankful for it harmful,positive
3896,ebonk suka bgt hebohin hal2 receh pohon plastik bambu giliran utk issue2 kyk ekonomi yng anjlok tka ilegal merajalele ketahanan nasional dll mingkem emang kapasitas otaknya kali ya ga bs cerna issue2 xf0 x9f x98,negative
3897,user bodo ngambek,negative
3898,user user user user wkwkkk bani kacung penggemar jamban dongok lu optimal cung,negative
3899,user user tujuan dibikin kaca tuh biar nyadar pas kemaren lu ngehina ismed belom dulu2 bepe sm diego michel pbfc tolol lu,negative
3900,kampret lupa ngambil laundry n nhhhhhhhhhhhhhhhhh,negative
3901,5 presiden perubahan penerapan sistem online nya perizinan terintegrasi terkait penyederhanaan proses melibatkan kementerian amp daerah sesuai kecepat,positive
3902,user user user user wakakaka cebong ngibul ngikut gaya ngibul junjungannya,negative
3903,cawapres terduga korupsi e ktp cagub jatengnya terduga korupsi e ktp msh blm ditindak 2019gantipresiden 2019presidenbaru,negative
3904,penghinaan ituu tukang sablon kaos,positive
3905,idealnya berpolitik modern nation state politik identitas gak terpakai sih loe muslim gue ateis berdua pilihan yg and that s ok pilihan2 didasarkan pertimbangan2 akal sehat sekta,positive
3906,pengen bodo amatin xf0 x9f x98 xad xf0 x9f x98 xad url,negative
3907,user user mengikuti diskusi ttg islam nusantara menarik berani komment prof terkesan dg komment budisepang penganut kristen jawa xf0 x9f x98 x8a syallom,positive
3908,menanggapi cuitan user indonesia presiden jokowi diejek antek asing amp aseng diluar dikagumi krn sikap amp beraninya thd klaim rrc dilaut china selatan negara asia tenggara pd manut dgn kl,positive
3909,user user anti kritik kontol mu bangsad org idiot aja tau hate speech,negative
3910,user user lo kunyuk,negative
3911,ekonomi dipegang gerindra hancur negara masak sarankan cetak uang sebanyak2 utk bayar hutang gk hutang lg bs ngutangi negara bisa2nya bilang biaya produksi cetak uang murah ekonomi comberan kecoa yg,positive
3912,rt user pintar tolol tipis batasnya n nfahri pergi toko minuman keras mengendarai sepeda membeli sebotol xe2 x80 xa6,negative
3913,user sore masnyaahh banci pengkolan aja mandi,negative
3914,user user user user user user matamu picek buktikn hoax buktikn km kgk mlorot otak,negative
3915,user user ahh kayaknya ga peduli deh pake jaket fekaes skalipun mo pake jaket pki jugak tetep aja dibuka huehue,positive
3916,ngomong gue kalo lo orang brengsek pastiin lo bertemen orang orang biar imagenya kebawa,negative
3917,rt user agel perek gausah rt rt user,negative
3918,founder perkataan crush ni brengsek,negative
3919,user tenang ntar dukhan muslim sehat2 kena flu kafir amp munafik nanah telinga amp tubuhnya bengkak 40 modar,negative
3920,user user emang onta,positive
3921,kalo indonesia damai usir cina indonesia,negative
3922,rt user mayoritas etnis china dki nmengapa solid mendukung penista agama islam n ndendam ntidak nasionalis,negative
3923,presiden jokowi meninjau proyek bandara kertajati yg direncanakan beroperasi juni 2018 pd tahap 1 kapasitas terminal menampung 5 juta penumpang bijb dibangun diatas lahan seluas 1 800 ha amp pembangunannya ak,positive
3924,keadilan bersifat universal merentas batasan agama ras keturunan adil islam kristen buddha hindu tiada perbezaan milik agama bangsa,positive
3925,user user yauda cocot cincau,negative
3926,user oh iya kunti maaf mertua,positive
3927,rusia gt gt komunis nkomunis gt gt bertuhan n nitu ngapain pemain rusia ngegolin trus nunjuk2,positive
3928,ulama habaib bogor peringati isra mikraj poskotanews,positive
3929,masak ga belajar,positive
3930,user gila manusia bejad lahir bathin maksiat dimuka syariat2 tuhan rusak dihina duuhhhh gustiiiiiiiiiiiiiiii,negative
3931,ga sih kacamata bikin mata lol gue liat pake kacamata yg sipit mata guaaaa xf0 x9f x90 x99,positive
3932,ntah politik ntah kafir ilmu nyaa gabisa pahami manusia kalo dimana rumah allah jawabannnya allah tubuh,positive
3933,user user waketum user cuci congor user congornya gak gak repot cuci tangan nketua user lempar batu sembunyi tangan,negative
3934,user anti jokowi bani kampret udah rukun iman kali ye bang xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82,negative
3935,kerajaan negeri pahang peduli pasal heritage sungai lembing kaya sejarah budaya usaha nak pulihara,positive
3936,fadli zon pembahasan pilkada langsung dikaji mendalam pilpres,positive
3937,dekalarasi pilkada 2018 aman anti hoax warga jabon,positive
3938,user user the end he he krn agama aja byk perbedaan beda jg tdk dukungan susah udah kebayang jln terjalnya,positive
3939,user mata sipit bibir bentuk hati uhuy,positive
3940,gue inget aja kucing hewan kesayangan rasul jijik terganggu yaudah gausah pakai kekerasan binatang manusia strata kepintarannya ya dibawah banget waras nger,positive
3941,kemaren siantar copot spanduk mu curi curi kampanye demo panwaslu ni si djarot main curang kampanye demo buruh tindak paslon curang no 2 djoss register40 pilgubsu2018 pilkada sumut,negative
3942,user mampus lu ganti,negative
3943,mukidi berkuasa orang spt fa kodat bopeng nathan dkk dijamin aman 2019gantipresiden,negative
3944,user pemain cacat dimasukin xf0 x9f x98 xb2 xf0 x9f x98 xb2 xf0 x9f x98 xb2 nteco tolol,negative
3945,melawan usir dubes nyanmar boikot urusan dg budha,negative
3946,user user user user user user peristiwa pki 65 keluarga korban mash menuntut keadilan akibat keluagara yg bantai n n kesusksesan tdk ukur,positive
3947,user user ppp jd bangke ni 2019,negative
3948,user mu melayu yahudi kak hahah,positive
3949,aamiin yra salam gie user utk pencerahan bangsa amp perubahan indonesia,positive
3950,setuju klau ahok gelar santri kehormatan santri kehormatan babi url,negative
3951,rt user user oh kesibukan bertambah promosi hoax nkampret laah nini nomor 0856 daftar user ga nbiar ga p xe2 x80 xa6,negative
3952,gue kenal lo kalo nakhirnya sama2 kayak gak kenal dasar banci,negative
3953,user user user user mgkin kalo tembus smp 15000 akn menteri keuangan indonesia yg dapet pghargaan sbg mntri terbaik sebumi plato amp mars 2019gantipresiden,negative
3954,user user ri lu nonton brodus cina ga,positive
3955,user ganti namanya jd hatstag pengen bgt ganti presiden ganteng ya,positive
3956,user apakkk kau babi xf0 x9f x96 x95 xf0 x9f x98 x91,negative
3957,goblog dipelihara,negative
3958,rt user manusia kampret bernama syahroni b daud mengaku salah menuduh telur palsu maaf https xe2 x80 xa6,negative
3959,rt user kadang kontol manis kadang asem ya nurl,negative
3960,user negeri perak sokongan penuh berbelah bahagi kepimpinan perdana menteri dato seri user hebatkannegaraku bersamabn datuk seri r s user presiden user dahulukanrakyat user,positive
3961,knl bertahun2 pon still x berani nk ckp i love you walaupon dua2 dah suka hmm knl 2 tu pon kat wechat dah blh ajak tido seangkatan dengannya woww budaya kotor zaman ni jijik bodo,negative
3962,kpk sdh menyerah bubarkan url,negative
3963,mencari setitik cahaya dlm kegelapan sulit tpi menemukan nya insya allah sabar dlm pencarian,positive
3964,sampailah meried gak bela etnis tionghoa sampe tetes darah penghabisan,positive
3965,user gubernur ahoax yg bangga in cebong kelas jamban yg bangga in ahoker jokower nih liat gubernur indonesia cerdasnya,negative
3966,topeng monyet ramayana n nya n nya n nya n nya url,positive
3967,rt user zaman sby korupsi aman nggak yg kutik kutik,negative
3968,gencarnya kampanye jelang pilkada net jateng,positive
3969,wkwkwkkwkwkwwk,positive
3970,user user udh tua tpi dongo,negative
3971,user user user user user gua ngomong pake data lu kagak ketawa bong kalo si cungkring plonga plongo jokowi yg ngomong skalipun isi kotak taik dibilang roti lu percaya isi ota,negative
3972,user enak tuh kalo muncratnya dalem memek qm,negative
3973,ni memek tyap hri snge mulu,negative
3974,yg mudik puluhan ratusan juta jokowi kalo main2 libur lebaran kebijakan ganti presiden 2019 nya 11 22 23 amp 24 sabtuminggu libur arus aman arus beban psikis nya,negative
3975,setuju panglima antek pengkhianat peliharaan asing aseng kapitalis mreka brkedok demokrasi pura toleran,negative
3976,heh gue sipit,positive
3977,sambungan kuliah maghrib khas syeikh kurayyim rajih ketua ulama qurra syria ustaz nazmi smackdown penterjemah rasmi beliau lokasi masjid al muttaqin wangsa melawati,positive
3978,sejahat jahat manusia suka mencari kesalahan kecelaan orang lalat mencari bangkai tempat2 busuk quranhour,positive
3979,proyek smelter freeport indonesia udah direncanain 2015 pas presiden direktur freeport indonesia dijabat maroef sjamsuddin,positive
3980,ngga kenal kenal asing,positive
3981,rt user sumber daya negara undang2 rakyat yg susah komplain perpendapat dilindungi undang2 rakyatn xe2 x80 xa6,positive
3982,rt user user cc user user mohon ditangkap manusia sampah kapolri kapolri kapolri,negative
3983,user user user aja ditolak nu lg ahok yg keturunan tionghoa nasrani xf0 x9f x98 x82 xf0 x9f x98 x82,positive
3984,hang event majlis berbuka puasa hang puasa bangkai,negative
3985,nomor 1 sok tau lansung skak wkwkwk debatfinalpilkadajkt,negative
3986,reformasi bergulir media indonesia dikuasai non muslim moral masyarakat hancur,negative
3987,bodo ad sinyalnya eek gue donlot aja ntar,negative
3988,user main taplak cadangan mah bocahnya,positive
3989,dana haji embat jokowi lengserkan negara gadaikan asing defisit apbn amblass turunkan jokowi,negative
3990,user user perek lu mah,negative
3991,user cacat anjir,negative
3992,kurangnya pemberdayaan wanita dki jakarta telaknya perbedaan warna muka warna tangan mpok sylvi debatfinalpilkadajkt,positive
3993,berharap sarap,negative
3994,katolik berkiblat vatikan wajar ga digugat islam berkiblat mekkah arab manusia2 gerah pancasila pelanggar pancasila sila 1 5,positive
3995,evi layanto siswi sd katolik karya yosef kelas 6b 1983 istrinya ronaldo pardede sah,positive
3996,team onta yo o cap quda ora popo,negative
3997,user asu asu asuuuu si kuyaaaaaaaaaaaaa,negative
3998,rt user oh to memenangkan anies sandi kemarin pake saracen ya,negative
3999,user waw banget pejuh mu bro klu masuk memek istri langsung hamil tuh,negative
4000,user user user user user user user user user user user user bom negara nada lucunya kah xf0 x9f x98 x93,positive
4001,user user cina babi komunis anti agama islam yg bikin ribut indonesia,negative
4002,user nyimengnya cupu ya kak senior ampuun,negative
4003,rt user icymi swat sfc selamatkan monyet proboscis url url,positive
4004,tidur cepetan tidur digigit onta hloo d,positive
4005,user user mniadi aktivisi unt mngkritisi kebijakan mngkoreksi langkah rezim yg pas keliru speti halnya protes,positive
4006,user user kampret mencret kau salahkan pemerintah neeekkk,negative
4007,user user sori ya cung gw spt lu yg bani kacung ngayal sampe ekonomi meroket khayalan hahahahaha,negative
4008,ehh anak anjing ahok kelan blon siuman mending emut2 bool basuki aja kasih tau babi yg bool basuki wangi gitu,negative
4009,user user goblog ga nyambung,negative
4010,user user kristen lesbi emang ya,negative
4011,user cocot kau n ncangkemu cuk,negative
4012,user sma gw dlu katolik tp berasa sma negeri katolik kristen budha hindu islam merata haha,positive
4013,user mukidinya si kafir,negative
4014,indonesia yg dibully org yg bener yg salah binatang2 nomor dibiarin berkeliaran matanajwadebatjakarta an url,negative
4015,pilkada bandung nurul arifin janjikan insentif marbot guru paud user bandunggeulis bandungharmonis bandungvotenuruli calonwalikotabandung calonwalikotabandung2018,positive
4016,blokir jokowi harap lengserkan jokowi,negative
4017,haha w ngerasa jijik sm w sndr stlh kmbali isi dm sm mantan w dirp haha alhamdulilah udh pny pcr inrl amp lbh bahagia gak fana xf0 x9f x98 x8c,positive
4018,breaking news user mohon pemerintah terkait penegakan hukum indonesia bebaskan amp pulihkan nama warga negara indonesia divonis penjara menista agama dosen user kitab suci fik,positive
4019,user user kebangeten pejabat negara menteri wiranto gp ancor abu janda dll masak presiden simbol negara dihina diam,negative
4020,anjing elo rebuan emg url,negative
4021,suka payudaramu n dasar ajar kau menamparku nlalu dipamerkan dipuji n nbrengsek,negative
4022,pantesan namanya kaya gak asing,positive
4023,temanku user maju sbg caleg dpr ri dapil kota bekasi depok dr psi ayo sus semangat perjuangkan nasib rakyat lbh sejahtera berkeadilan berpendidikan merata dll negara bs lbh humanis toleran bhineka,positive
4024,wkwkwjjwjw asu url,negative
4025,orang menjadikan agama sbg sumber kemarahan menampilkan agama sbg sumber kasih binadamai sila baca buku gratis agama bawa damai user user user user user user,positive
4026,user otw maho mah,negative
4027,user user user user user eehm kristen katolik kristen protestan udah membumi nusantara duluan mas2 ibadahnya kitabnya lagunya udah gaya jawa batak flores toraja ds,positive
4028,user bantuan pencitraan,negative
4029,user user emang dasar kecoa goblog ngambil uang simpanan dibank dikelola bank seizin yg nabung koq dibilang maling,negative
4030,user user senang koar2 gak kayak gitu biar rakyat tau cocot setan kebingungan hadapi 2019t3tapjokowi,negative
4031,user user naila jarang interaksi eh kamunya dah uv si mata sipit sih wkwk,positive
4032,sukseskan pilkada hoax galerydiskominfometro kotametro kotametronews ayokedamraman,positive
4033,user klo pura pura bisu tikaudjoonbahanafm,positive
4034,user user user user user user dasar bloon tw fiksi mengunduh buku gampang dasar perek harga seratusan xf0 x9f x98 x82 xf0 x9f x98 x81 xf0 x9f x98 x82,negative
4035,si goblok nyuruh ngupas kulit kacang ijo ber baskom baskom tolol bgt tai gampang asu gabut bgt idupnya monyet gak gue,negative
4036,rt user enak nya habis ngentot dimainin pejuhnya url,negative
4037,user ngobrol ayok ama cantiq dri cina wkwk,positive
4038,user kayak tau ya kak ya kak ga asing gitu,positive
4039,user anjir wkwkwkwk nete banget nih,negative
4040,user user user shrnya ustd meluruskn orng yg salh bukn orng salh demo jdi skrng tau kwalitas ustd2 bgusan ustd wlpun bertani g pki mobil mewh,positive
4041,allahu akbar ketua fpi laporkan ade armando bareskrim,positive
4042,user apapun ah elah gembel banget belom sempet screenshot,negative
4043,user pas audisi keknya rambut item sipit ngedancenya lincah bgt kek ulet bulu ngel ngel gt dahh xf0 x9f x98 xad xf0 x9f x98 xad xf0 x9f x98 xad,positive
4044,user kk ndari sd udh rasis in nkrn batak kristen npas baru2 jawa ampun dah manggil gw aja pake nama adat yg adat yg agama ntapi udh jarang kaya gitu sih njadi nyaranin s,positive
4045,pembajak agama intoleran reaktif terbiasa agama badik menusuk lawan duniawinya mendadak toleran keyakinannya dihina kawan duniawinya ya agama mengejar tujuan2,negative
4046,user kacrut rank 10 mainnya gk cerdas gebuk doang,negative
4047,alhamdulillah,positive
4048,user mah smgt kalo ngewe skrg udh males gue mah,positive
4049,user user user masuk kristen dis tenang aja baptis gratis ga bayar dapet susu,positive
4050,kau bisu diam seribu bahasa n danhatikecilkubicara,positive
4051,user wonu oppa matanya sipit banget,positive
4052,user user user user polisi pemerintah menyimpan bom ujung2nya ras menanggung akibatnya,negative
4053,jan biasain nganggep cewe ntu kek barang bos karna cewe ntu ati n prasaan situ kalo cuman nyari bahan ngeue mending lu cari pecun sono bs lu eue trs bayar trs udeh deh masing2 jan cewe bae2 lu rusakin lobi sbisa lu ampe dpt ngeue hanjer sampah,negative
4054,user ntar konbatnya gua yg pegang xf0 x9f x98 x8c wkwkwkwk geblek,negative
4055,user jurnalis mendengar islam nusantara jangan2_nanti yg iseng bilang hindu nusantara kristen nusantara budha nusantra dst islam agama agama ga tuh embel2,positive
4056,user user malu ketawa dasar idiot,negative
4057,si burung 2030 indonesia bubar si kerbau 2030 indonesia kuat bener n napakah monyet gimana nasib negeri nyet d n n wkkkkwkk n tongseriusteuingah n rieuttt,negative
4058,rt user pegawai bank danamon asyik ngemut kontol pacarnya nvideo lengkapnya gt gt url bokepterb xe2 x80 xa6,negative
4059,user aja bloon ya,negative
4060,user internasional sih nan kayaknya tki gitu naga naganya sih xf0 x9f xa4 xa3,positive
4061,kebiadaban ahok cina kafir rakyat yg pkl asongan2 digusur2 dianiaya spt teroris ahok kafir biadab,negative
4062,buku jokowi undercover knp sby dukung jokowi pemilihan presiden 2014 krn rahasia kotor korupsi yg dipegang cukong cina,negative
4063,masjid dipasang spanduk 2019gantipresiden marah masjid dipakai ceramah politik tanoe non muslim dukung,negative
4064,reklamasi jakarta diatur revisi perpres jabodetabekpunjur,positive
4065,user tenang aja n nhlh kntl,negative
4066,user user presiden cengeng kecoak cebong ngartii 1 1 1 1,negative
4067,penista agama santri kehormatan kasih ahok otaknya direparasi pulkada nama santri yg kailan jual belikan,negative
4068,user jg gendut si nder tp ya drpd mikirin omongan orang mulu mending pelan pelan ngerawat gapapa gendut ngerawat maaah skrg pede pede aja sm yuhu,positive
